step,loss,params,config,heads,layers,hidden,intermediate,high_layers,compress
140000,1.5155,49734048,12_20_672_336,12,20,672,336,False,True
160000,1.4962,49734048,12_20_672_336,12,20,672,336,False,True
180000,1.4809,49734048,12_20_672_336,12,20,672,336,False,True
200000,1.4668,49734048,12_20_672_336,12,20,672,336,False,True
220000,1.4548,49734048,12_20_672_336,12,20,672,336,False,True
240000,1.443,49734048,12_20_672_336,12,20,672,336,False,True
260000,1.4347,49734048,12_20_672_336,12,20,672,336,False,True
280000,1.4261,49734048,12_20_672_336,12,20,672,336,False,True
300000,1.4176,49734048,12_20_672_336,12,20,672,336,False,True
320000,1.4088,49734048,12_20_672_336,12,20,672,336,False,True
340000,1.3985,49734048,12_20_672_336,12,20,672,336,False,True
360000,1.3889,49734048,12_20_672_336,12,20,672,336,False,True
20000,1.9167,46499904,12_20_576_576,12,20,576,576,False,True
40000,1.7006,46499904,12_20_576_576,12,20,576,576,False,True
60000,1.6342,46499904,12_20_576_576,12,20,576,576,False,True
80000,1.5895,46499904,12_20_576_576,12,20,576,576,False,True
100000,1.553,46499904,12_20_576_576,12,20,576,576,False,True
120000,1.5246,46499904,12_20_576_576,12,20,576,576,False,True
140000,1.5028,46499904,12_20_576_576,12,20,576,576,False,True
160000,1.483,46499904,12_20_576_576,12,20,576,576,False,True
180000,1.4676,46499904,12_20_576_576,12,20,576,576,False,True
200000,1.4532,46499904,12_20_576_576,12,20,576,576,False,True
220000,1.441,46499904,12_20_576_576,12,20,576,576,False,True
240000,1.4285,46499904,12_20_576_576,12,20,576,576,False,True
260000,1.42,46499904,12_20_576_576,12,20,576,576,False,True
280000,1.4111,46499904,12_20_576_576,12,20,576,576,False,True
300000,1.4025,46499904,12_20_576_576,12,20,576,576,False,True
320000,1.3935,46499904,12_20_576_576,12,20,576,576,False,True
340000,1.383,46499904,12_20_576_576,12,20,576,576,False,True
360000,1.3735,46499904,12_20_576_576,12,20,576,576,False,True
380000,1.365,46499904,12_20_576_576,12,20,576,576,False,True
400000,1.3571,46499904,12_20_576_576,12,20,576,576,False,True
420000,1.3506,46499904,12_20_576_576,12,20,576,576,False,True
440000,1.3438,46499904,12_20_576_576,12,20,576,576,False,True
460000,1.3379,46499904,12_20_576_576,12,20,576,576,False,True
480000,1.3318,46499904,12_20_576_576,12,20,576,576,False,True
500000,1.3282,46499904,12_20_576_576,12,20,576,576,False,True
520000,1.3233,46499904,12_20_576_576,12,20,576,576,False,True
540000,1.3188,46499904,12_20_576_576,12,20,576,576,False,True
560000,1.3151,46499904,12_20_576_576,12,20,576,576,False,True
580000,1.3108,46499904,12_20_576_576,12,20,576,576,False,True
600000,1.3081,46499904,12_20_576_576,12,20,576,576,False,True
620000,1.2985,46499904,12_20_576_576,12,20,576,576,False,True
640000,1.2955,46499904,12_20_576_576,12,20,576,576,False,True
20000,1.9224,48212416,14_24_448_896,14,24,448,896,True,False
40000,1.6994,48212416,14_24_448_896,14,24,448,896,True,False
60000,1.6275,48212416,14_24_448_896,14,24,448,896,True,False
80000,1.5823,48212416,14_24_448_896,14,24,448,896,True,False
100000,1.5457,48212416,14_24_448_896,14,24,448,896,True,False
120000,1.5165,48212416,14_24_448_896,14,24,448,896,True,False
140000,1.4939,48212416,14_24_448_896,14,24,448,896,True,False
160000,1.474,48212416,14_24_448_896,14,24,448,896,True,False
180000,1.4587,48212416,14_24_448_896,14,24,448,896,True,False
200000,1.4441,48212416,14_24_448_896,14,24,448,896,True,False
220000,1.432,48212416,14_24_448_896,14,24,448,896,True,False
240000,1.4195,48212416,14_24_448_896,14,24,448,896,True,False
260000,1.4112,48212416,14_24_448_896,14,24,448,896,True,False
280000,1.4022,48212416,14_24_448_896,14,24,448,896,True,False
300000,1.3935,48212416,14_24_448_896,14,24,448,896,True,False
320000,1.3845,48212416,14_24_448_896,14,24,448,896,True,False
340000,1.3739,48212416,14_24_448_896,14,24,448,896,True,False
360000,1.3645,48212416,14_24_448_896,14,24,448,896,True,False
380000,1.3559,48212416,14_24_448_896,14,24,448,896,True,False
400000,1.3482,48212416,14_24_448_896,14,24,448,896,True,False
420000,1.3414,48212416,14_24_448_896,14,24,448,896,True,False
440000,1.3346,48212416,14_24_448_896,14,24,448,896,True,False
460000,1.3289,48212416,14_24_448_896,14,24,448,896,True,False
480000,1.3228,48212416,14_24_448_896,14,24,448,896,True,False
500000,1.3194,48212416,14_24_448_896,14,24,448,896,True,False
520000,1.3145,48212416,14_24_448_896,14,24,448,896,True,False
540000,1.3099,48212416,14_24_448_896,14,24,448,896,True,False
560000,1.3065,48212416,14_24_448_896,14,24,448,896,True,False
580000,1.3025,48212416,14_24_448_896,14,24,448,896,True,False
600000,1.2995,48212416,14_24_448_896,14,24,448,896,True,False
620000,1.2897,48212416,14_24_448_896,14,24,448,896,True,False
20000,1.9188,49198720,10_12_640_1280,10,12,640,1280,False,False
40000,1.6965,49198720,10_12_640_1280,10,12,640,1280,False,False
60000,1.6253,49198720,10_12_640_1280,10,12,640,1280,False,False
80000,1.5787,49198720,10_12_640_1280,10,12,640,1280,False,False
100000,1.5424,49198720,10_12_640_1280,10,12,640,1280,False,False
120000,1.5145,49198720,10_12_640_1280,10,12,640,1280,False,False
140000,1.4929,49198720,10_12_640_1280,10,12,640,1280,False,False
160000,1.4731,49198720,10_12_640_1280,10,12,640,1280,False,False
180000,1.4579,49198720,10_12_640_1280,10,12,640,1280,False,False
200000,1.4436,49198720,10_12_640_1280,10,12,640,1280,False,False
220000,1.4315,49198720,10_12_640_1280,10,12,640,1280,False,False
240000,1.419,49198720,10_12_640_1280,10,12,640,1280,False,False
260000,1.4105,49198720,10_12_640_1280,10,12,640,1280,False,False
280000,1.4019,49198720,10_12_640_1280,10,12,640,1280,False,False
300000,1.3932,49198720,10_12_640_1280,10,12,640,1280,False,False
320000,1.3844,49198720,10_12_640_1280,10,12,640,1280,False,False
340000,1.3736,49198720,10_12_640_1280,10,12,640,1280,False,False
360000,1.3644,49198720,10_12_640_1280,10,12,640,1280,False,False
380000,1.356,49198720,10_12_640_1280,10,12,640,1280,False,False
400000,1.3484,49198720,10_12_640_1280,10,12,640,1280,False,False
420000,1.3417,49198720,10_12_640_1280,10,12,640,1280,False,False
440000,1.3352,49198720,10_12_640_1280,10,12,640,1280,False,False
460000,1.3298,49198720,10_12_640_1280,10,12,640,1280,False,False
480000,1.3237,49198720,10_12_640_1280,10,12,640,1280,False,False
500000,1.3206,49198720,10_12_640_1280,10,12,640,1280,False,False
520000,1.3159,49198720,10_12_640_1280,10,12,640,1280,False,False
540000,1.3114,49198720,10_12_640_1280,10,12,640,1280,False,False
560000,1.3081,49198720,10_12_640_1280,10,12,640,1280,False,False
580000,1.304,49198720,10_12_640_1280,10,12,640,1280,False,False
600000,1.3014,49198720,10_12_640_1280,10,12,640,1280,False,False
620000,1.2915,49198720,10_12_640_1280,10,12,640,1280,False,False
640000,1.2888,49198720,10_12_640_1280,10,12,640,1280,False,False
660000,1.2864,49198720,10_12_640_1280,10,12,640,1280,False,False
680000,1.284,49198720,10_12_640_1280,10,12,640,1280,False,False
700000,1.2809,49198720,10_12_640_1280,10,12,640,1280,False,False
720000,1.2789,49198720,10_12_640_1280,10,12,640,1280,False,False
740000,1.2774,49198720,10_12_640_1280,10,12,640,1280,False,False
760000,1.275,49198720,10_12_640_1280,10,12,640,1280,False,False
780000,1.2723,49198720,10_12_640_1280,10,12,640,1280,False,False
20000,1.912,49621120,16_22_640_320,16,22,640,320,False,True
40000,1.7025,49621120,16_22_640_320,16,22,640,320,False,True
60000,1.6382,49621120,16_22_640_320,16,22,640,320,False,True
80000,1.5935,49621120,16_22_640_320,16,22,640,320,False,True
100000,1.5581,49621120,16_22_640_320,16,22,640,320,False,True
120000,1.5301,49621120,16_22_640_320,16,22,640,320,False,True
140000,1.5084,49621120,16_22_640_320,16,22,640,320,False,True
160000,1.4889,49621120,16_22_640_320,16,22,640,320,False,True
180000,1.4743,49621120,16_22_640_320,16,22,640,320,False,True
200000,1.4599,49621120,16_22_640_320,16,22,640,320,False,True
220000,1.4481,49621120,16_22_640_320,16,22,640,320,False,True
240000,1.4357,49621120,16_22_640_320,16,22,640,320,False,True
260000,1.427,49621120,16_22_640_320,16,22,640,320,False,True
280000,1.4181,49621120,16_22_640_320,16,22,640,320,False,True
300000,1.4093,49621120,16_22_640_320,16,22,640,320,False,True
320000,1.4001,49621120,16_22_640_320,16,22,640,320,False,True
340000,1.3895,49621120,16_22_640_320,16,22,640,320,False,True
360000,1.3799,49621120,16_22_640_320,16,22,640,320,False,True
380000,1.3711,49621120,16_22_640_320,16,22,640,320,False,True
400000,1.3633,49621120,16_22_640_320,16,22,640,320,False,True
420000,1.3564,49621120,16_22_640_320,16,22,640,320,False,True
440000,1.3496,49621120,16_22_640_320,16,22,640,320,False,True
460000,1.3436,49621120,16_22_640_320,16,22,640,320,False,True
480000,1.3374,49621120,16_22_640_320,16,22,640,320,False,True
20000,1.9144,49734048,14_20_672_336,14,20,672,336,False,True
40000,1.7036,49734048,14_20_672_336,14,20,672,336,False,True
60000,1.6374,49734048,14_20_672_336,14,20,672,336,False,True
80000,1.5937,49734048,14_20_672_336,14,20,672,336,False,True
100000,1.5597,49734048,14_20_672_336,14,20,672,336,False,True
120000,1.5327,49734048,14_20_672_336,14,20,672,336,False,True
140000,1.5114,49734048,14_20_672_336,14,20,672,336,False,True
160000,1.4923,49734048,14_20_672_336,14,20,672,336,False,True
180000,1.4772,49734048,14_20_672_336,14,20,672,336,False,True
200000,1.4631,49734048,14_20_672_336,14,20,672,336,False,True
220000,1.4514,49734048,14_20_672_336,14,20,672,336,False,True
240000,1.4391,49734048,14_20_672_336,14,20,672,336,False,True
260000,1.4307,49734048,14_20_672_336,14,20,672,336,False,True
280000,1.4223,49734048,14_20_672_336,14,20,672,336,False,True
300000,1.4137,49734048,14_20_672_336,14,20,672,336,False,True
320000,1.4049,49734048,14_20_672_336,14,20,672,336,False,True
340000,1.3943,49734048,14_20_672_336,14,20,672,336,False,True
360000,1.3849,49734048,14_20_672_336,14,20,672,336,False,True
380000,1.376,49734048,14_20_672_336,14,20,672,336,False,True
400000,1.3681,49734048,14_20_672_336,14,20,672,336,False,True
420000,1.3615,49734048,14_20_672_336,14,20,672,336,False,True
440000,1.3546,49734048,14_20_672_336,14,20,672,336,False,True
460000,1.3488,49734048,14_20_672_336,14,20,672,336,False,True
480000,1.3428,49734048,14_20_672_336,14,20,672,336,False,True
500000,1.3389,49734048,14_20_672_336,14,20,672,336,False,True
520000,1.3341,49734048,14_20_672_336,14,20,672,336,False,True
540000,1.3294,49734048,14_20_672_336,14,20,672,336,False,True
560000,1.3258,49734048,14_20_672_336,14,20,672,336,False,True
580000,1.3214,49734048,14_20_672_336,14,20,672,336,False,True
600000,1.3183,49734048,14_20_672_336,14,20,672,336,False,True
20000,1.9149,48346480,14_22_560_560,14,22,560,560,False,True
40000,1.6996,48346480,14_22_560_560,14,22,560,560,False,True
60000,1.6329,48346480,14_22_560_560,14,22,560,560,False,True
80000,1.5875,48346480,14_22_560_560,14,22,560,560,False,True
100000,1.5522,48346480,14_22_560_560,14,22,560,560,False,True
120000,1.5247,48346480,14_22_560_560,14,22,560,560,False,True
140000,1.5037,48346480,14_22_560_560,14,22,560,560,False,True
160000,1.4846,48346480,14_22_560_560,14,22,560,560,False,True
180000,1.4694,48346480,14_22_560_560,14,22,560,560,False,True
200000,1.4553,48346480,14_22_560_560,14,22,560,560,False,True
220000,1.4433,48346480,14_22_560_560,14,22,560,560,False,True
240000,1.4308,48346480,14_22_560_560,14,22,560,560,False,True
260000,1.4219,48346480,14_22_560_560,14,22,560,560,False,True
280000,1.4129,48346480,14_22_560_560,14,22,560,560,False,True
300000,1.4042,48346480,14_22_560_560,14,22,560,560,False,True
320000,1.3952,48346480,14_22_560_560,14,22,560,560,False,True
340000,1.3845,48346480,14_22_560_560,14,22,560,560,False,True
360000,1.375,48346480,14_22_560_560,14,22,560,560,False,True
380000,1.3663,48346480,14_22_560_560,14,22,560,560,False,True
400000,1.3584,48346480,14_22_560_560,14,22,560,560,False,True
420000,1.3516,48346480,14_22_560_560,14,22,560,560,False,True
440000,1.345,48346480,14_22_560_560,14,22,560,560,False,True
460000,1.3389,48346480,14_22_560_560,14,22,560,560,False,True
480000,1.3329,48346480,14_22_560_560,14,22,560,560,False,True
500000,1.3292,48346480,14_22_560_560,14,22,560,560,False,True
520000,1.3244,48346480,14_22_560_560,14,22,560,560,False,True
540000,1.3198,48346480,14_22_560_560,14,22,560,560,False,True
20000,1.9184,48028400,10_18_560_840,10,18,560,840,True,False
40000,1.6999,48028400,10_18_560_840,10,18,560,840,True,False
60000,1.6314,48028400,10_18_560_840,10,18,560,840,True,False
80000,1.5881,48028400,10_18_560_840,10,18,560,840,True,False
100000,1.5526,48028400,10_18_560_840,10,18,560,840,True,False
120000,1.5238,48028400,10_18_560_840,10,18,560,840,True,False
140000,1.5009,48028400,10_18_560_840,10,18,560,840,True,False
160000,1.4807,48028400,10_18_560_840,10,18,560,840,True,False
180000,1.465,48028400,10_18_560_840,10,18,560,840,True,False
200000,1.4505,48028400,10_18_560_840,10,18,560,840,True,False
220000,1.4382,48028400,10_18_560_840,10,18,560,840,True,False
240000,1.4261,48028400,10_18_560_840,10,18,560,840,True,False
260000,1.4176,48028400,10_18_560_840,10,18,560,840,True,False
280000,1.4088,48028400,10_18_560_840,10,18,560,840,True,False
300000,1.4001,48028400,10_18_560_840,10,18,560,840,True,False
320000,1.3912,48028400,10_18_560_840,10,18,560,840,True,False
340000,1.3809,48028400,10_18_560_840,10,18,560,840,True,False
360000,1.3715,48028400,10_18_560_840,10,18,560,840,True,False
380000,1.363,48028400,10_18_560_840,10,18,560,840,True,False
400000,1.3551,48028400,10_18_560_840,10,18,560,840,True,False
420000,1.3484,48028400,10_18_560_840,10,18,560,840,True,False
20000,1.9201,48028400,14_18_560_840,14,18,560,840,False,False
40000,1.6971,48028400,14_18_560_840,14,18,560,840,False,False
60000,1.6274,48028400,14_18_560_840,14,18,560,840,False,False
80000,1.5823,48028400,14_18_560_840,14,18,560,840,False,False
100000,1.5457,48028400,14_18_560_840,14,18,560,840,False,False
120000,1.5165,48028400,14_18_560_840,14,18,560,840,False,False
140000,1.494,48028400,14_18_560_840,14,18,560,840,False,False
160000,1.4738,48028400,14_18_560_840,14,18,560,840,False,False
180000,1.4587,48028400,14_18_560_840,14,18,560,840,False,False
200000,1.4445,48028400,14_18_560_840,14,18,560,840,False,False
220000,1.4325,48028400,14_18_560_840,14,18,560,840,False,False
240000,1.4202,48028400,14_18_560_840,14,18,560,840,False,False
260000,1.4117,48028400,14_18_560_840,14,18,560,840,False,False
280000,1.403,48028400,14_18_560_840,14,18,560,840,False,False
300000,1.3945,48028400,14_18_560_840,14,18,560,840,False,False
320000,1.3856,48028400,14_18_560_840,14,18,560,840,False,False
340000,1.375,48028400,14_18_560_840,14,18,560,840,False,False
360000,1.3659,48028400,14_18_560_840,14,18,560,840,False,False
380000,1.3571,48028400,14_18_560_840,14,18,560,840,False,False
400000,1.3493,48028400,14_18_560_840,14,18,560,840,False,False
420000,1.3427,48028400,14_18_560_840,14,18,560,840,False,False
440000,1.3361,48028400,14_18_560_840,14,18,560,840,False,False
460000,1.3304,48028400,14_18_560_840,14,18,560,840,False,False
480000,1.3244,48028400,14_18_560_840,14,18,560,840,False,False
500000,1.3209,48028400,14_18_560_840,14,18,560,840,False,False
520000,1.3165,48028400,14_18_560_840,14,18,560,840,False,False
540000,1.3118,48028400,14_18_560_840,14,18,560,840,False,False
560000,1.3084,48028400,14_18_560_840,14,18,560,840,False,False
580000,1.3042,48028400,14_18_560_840,14,18,560,840,False,False
600000,1.3014,48028400,14_18_560_840,14,18,560,840,False,False
20000,1.9118,49621120,10_22_640_320,10,22,640,320,True,True
40000,1.6999,49621120,10_22_640_320,10,22,640,320,True,True
60000,1.6345,49621120,10_22_640_320,10,22,640,320,True,True
80000,1.5901,49621120,10_22_640_320,10,22,640,320,True,True
100000,1.5547,49621120,10_22_640_320,10,22,640,320,True,True
120000,1.5273,49621120,10_22_640_320,10,22,640,320,True,True
140000,1.5058,49621120,10_22_640_320,10,22,640,320,True,True
160000,1.4865,49621120,10_22_640_320,10,22,640,320,True,True
180000,1.4714,49621120,10_22_640_320,10,22,640,320,True,True
200000,1.4571,49621120,10_22_640_320,10,22,640,320,True,True
220000,1.445,49621120,10_22_640_320,10,22,640,320,True,True
240000,1.4329,49621120,10_22_640_320,10,22,640,320,True,True
260000,1.4247,49621120,10_22_640_320,10,22,640,320,True,True
280000,1.4161,49621120,10_22_640_320,10,22,640,320,True,True
300000,1.4076,49621120,10_22_640_320,10,22,640,320,True,True
320000,1.399,49621120,10_22_640_320,10,22,640,320,True,True
340000,1.3884,49621120,10_22_640_320,10,22,640,320,True,True
360000,1.3789,49621120,10_22_640_320,10,22,640,320,True,True
380000,1.3704,49621120,10_22_640_320,10,22,640,320,True,True
400000,1.3626,49621120,10_22_640_320,10,22,640,320,True,True
420000,1.3558,49621120,10_22_640_320,10,22,640,320,True,True
440000,1.3491,49621120,10_22_640_320,10,22,640,320,True,True
460000,1.3431,49621120,10_22_640_320,10,22,640,320,True,True
480000,1.3369,49621120,10_22_640_320,10,22,640,320,True,True
500000,1.3334,49621120,10_22_640_320,10,22,640,320,True,True
520000,1.3286,49621120,10_22_640_320,10,22,640,320,True,True
540000,1.3238,49621120,10_22_640_320,10,22,640,320,True,True
560000,1.3203,49621120,10_22_640_320,10,22,640,320,True,True
580000,1.316,49621120,10_22_640_320,10,22,640,320,True,True
20000,1.916,45475584,12_14_768_384,12,14,768,384,False,True
40000,1.704,45475584,12_14_768_384,12,14,768,384,False,True
60000,1.6386,45475584,12_14_768_384,12,14,768,384,False,True
80000,1.5952,45475584,12_14_768_384,12,14,768,384,False,True
100000,1.5615,45475584,12_14_768_384,12,14,768,384,False,True
120000,1.5355,45475584,12_14_768_384,12,14,768,384,False,True
140000,1.5155,45475584,12_14_768_384,12,14,768,384,False,True
160000,1.4976,45475584,12_14_768_384,12,14,768,384,False,True
180000,1.4837,45475584,12_14_768_384,12,14,768,384,False,True
200000,1.4705,45475584,12_14_768_384,12,14,768,384,False,True
220000,1.4591,45475584,12_14_768_384,12,14,768,384,False,True
240000,1.4475,45475584,12_14_768_384,12,14,768,384,False,True
260000,1.4394,45475584,12_14_768_384,12,14,768,384,False,True
280000,1.4312,45475584,12_14_768_384,12,14,768,384,False,True
300000,1.4228,45475584,12_14_768_384,12,14,768,384,False,True
320000,1.4143,45475584,12_14_768_384,12,14,768,384,False,True
340000,1.404,45475584,12_14_768_384,12,14,768,384,False,True
360000,1.3949,45475584,12_14_768_384,12,14,768,384,False,True
380000,1.3864,45475584,12_14_768_384,12,14,768,384,False,True
400000,1.3788,45475584,12_14_768_384,12,14,768,384,False,True
420000,1.3723,45475584,12_14_768_384,12,14,768,384,False,True
440000,1.3659,45475584,12_14_768_384,12,14,768,384,False,True
460000,1.3604,45475584,12_14_768_384,12,14,768,384,False,True
480000,1.3543,45475584,12_14_768_384,12,14,768,384,False,True
500000,1.3509,45475584,12_14_768_384,12,14,768,384,False,True
520000,1.3461,45475584,12_14_768_384,12,14,768,384,False,True
540000,1.3416,45475584,12_14_768_384,12,14,768,384,False,True
560000,1.3382,45475584,12_14_768_384,12,14,768,384,False,True
580000,1.334,45475584,12_14_768_384,12,14,768,384,False,True
600000,1.3314,45475584,12_14_768_384,12,14,768,384,False,True
620000,1.3224,45475584,12_14_768_384,12,14,768,384,False,True
640000,1.3195,45475584,12_14_768_384,12,14,768,384,False,True
660000,1.3168,45475584,12_14_768_384,12,14,768,384,False,True
680000,1.3144,45475584,12_14_768_384,12,14,768,384,False,True
700000,1.3111,45475584,12_14_768_384,12,14,768,384,False,True
20000,1.9193,49068544,16_22_512_768,16,22,512,768,False,False
40000,1.7026,49068544,16_22_512_768,16,22,512,768,False,False
60000,1.6342,49068544,16_22_512_768,16,22,512,768,False,False
80000,1.5885,49068544,16_22_512_768,16,22,512,768,False,False
100000,1.5522,49068544,16_22_512_768,16,22,512,768,False,False
120000,1.5234,49068544,16_22_512_768,16,22,512,768,False,False
140000,1.5009,49068544,16_22_512_768,16,22,512,768,False,False
160000,1.481,49068544,16_22_512_768,16,22,512,768,False,False
180000,1.4655,49068544,16_22_512_768,16,22,512,768,False,False
200000,1.4509,49068544,16_22_512_768,16,22,512,768,False,False
220000,1.4385,49068544,16_22_512_768,16,22,512,768,False,False
240000,1.4258,49068544,16_22_512_768,16,22,512,768,False,False
260000,1.4167,49068544,16_22_512_768,16,22,512,768,False,False
280000,1.4078,49068544,16_22_512_768,16,22,512,768,False,False
300000,1.399,49068544,16_22_512_768,16,22,512,768,False,False
320000,1.3897,49068544,16_22_512_768,16,22,512,768,False,False
340000,1.379,49068544,16_22_512_768,16,22,512,768,False,False
360000,1.3695,49068544,16_22_512_768,16,22,512,768,False,False
380000,1.3609,49068544,16_22_512_768,16,22,512,768,False,False
400000,1.3529,49068544,16_22_512_768,16,22,512,768,False,False
420000,1.3458,49068544,16_22_512_768,16,22,512,768,False,False
440000,1.339,49068544,16_22_512_768,16,22,512,768,False,False
460000,1.333,49068544,16_22_512_768,16,22,512,768,False,False
480000,1.3266,49068544,16_22_512_768,16,22,512,768,False,False
500000,1.3232,49068544,16_22_512_768,16,22,512,768,False,False
520000,1.3184,49068544,16_22_512_768,16,22,512,768,False,False
540000,1.3137,49068544,16_22_512_768,16,22,512,768,False,False
560000,1.31,49068544,16_22_512_768,16,22,512,768,False,False
580000,1.3057,49068544,16_22_512_768,16,22,512,768,False,False
